spkid,full_name,pdes,a,e,i,w,om,ma,per,q,ad,H,diameter,albedo,rot_per,class,neo,pha
20000011,    11 Parthenope (A850 JA),11,2.454317688400214,0.09979893626584337,4.633418863308689,196.3720952084575,125.4745329676013,122.4602374888706,1404.412198218163,2.209379393839429,2.699255982960999,6.73,142.887,0.191,13.7204,MBA,N,N
20000012,    12 Victoria (A850 RA),12,2.333929570777747,0.2200209864879293,8.374048109126806,69.5391218461169,235.3531260138583,21.64688833295475,1302.356994045241,1.820416084221878,2.847443057333616,7.29,115.087,0.163,8.6599,MBA,N,N
20000013,    13 Egeria (A850 VA),13,2.577100923168633,0.08498768730630597,16.52551032741327,79.09382566260871,43.18829253094606,353.288322571395,1511.108215188403,2.358079075753584,2.796122770583681,6.91,202.636,0.049,7.045,MBA,N,N
20000014,    14 Irene (A851 KA),14,2.588049438403308,0.1627055531486729,9.12959957780676,98.22479433332236,86.01069516892633,325.6083193588073,1520.748088317253,2.166959422951786,3.009139453854831,6.54,152.0,0.159,15.028,MBA,N,N
20000015,    15 Eunomia (A851 OA),15,2.64324789308708,0.1877168034505561,11.7605108752516,98.63438587880556,292.8795547920435,67.7131465109923,1569.658835266388,2.147065847869357,3.139429938304804,5.42,231.689,0.248,6.083,MBA,N,N
20000016,    16 Psyche (A852 FA),16,2.92212275411611,0.1340602466664047,3.09735344094621,229.6397907650509,150.0195522314774,1.282179328435272,1824.509424106482,2.530382256909791,3.31386325132243,6.2,222.0,0.1203,4.196,MBA,N,N
20000017,    17 Thetis (A852 HA),17,2.471198184252616,0.1319543978562939,5.592420276541049,135.781559390793,125.5228091268828,142.1186987621674,1418.926145342995,2.145112715865995,2.797283652639237,7.92,84.899,0.193,12.27048,MBA,N,N
20000018,    18 Melpomene (A852 MA),18,2.295263683459345,0.2181122710613837,10.13132998187295,228.0574273947931,150.3341818442785,170.5713944343563,1270.12745735929,1.79463850877531,2.795888858143379,6.35,139.594,0.181,11.57,MBA,N,N
20000019,    19 Fortuna (A852 QA),19,2.442943227264783,0.157869787517438,1.573343269217742,182.6478869602982,211.0306520533897,44.72456967988805,1394.660459802782,2.057276299059327,2.828610155470238,7.49,200.0,0.037,7.4432,MBA,N,N
20000020,    20 Massalia (A852 SA),20,2.408752480111193,0.1438882275731435,0.7093090726661438,257.3373287308716,205.9779771741216,337.1697611795941,1365.48423086958,2.06216135508558,2.755343605136806,6.54,135.68,0.241,8.098,MBA,N,N
20000021,    21 Lutetia (A852 VA),21,2.433845943570712,0.164799426543564,3.064571423545109,249.9776686110753,80.8369780923383,194.8500735191615,1386.877346481577,2.032749527774879,2.834942359366545,7.49,98.0,0.19,8.1655,MBA,N,N
20000022,    22 Kalliope (A852 WA),22,2.910053672342015,0.0989147419731515,13.70151963742415,358.1203146137667,65.97104866764457,271.0660647795415,1813.217598373722,2.622206464214282,3.197900880469747,6.79,167.536,0.166,4.1483,MBA,N,N
20000023,    23 Thalia (A852 XA),23,2.628975760904523,0.2311484873671491,10.1088668583705,61.61349749965387,66.49102574262767,123.9824197445644,1556.963027806914,2.021291990446542,3.236659531362503,7.13,107.53,0.2536,12.312,MBA,N,N
20000024,    24 Themis (A853 GA),24,3.142739569933653,0.1152742735284791,0.7367666201102834,109.034349255138,36.38960077565683,21.45733939528109,2034.984086812852,2.780462549120346,3.50501659074696,7.22,198.0,0.067,8.374,MBA,N,N
20000025,    25 Phocaea (A853 GB),25,2.400040252028399,0.2541175666230742,21.60849021729832,90.19894994298292,214.0894858439175,36.20663595909325,1358.082694209634,1.790147863385512,3.009932640671285,7.87,61.054,0.35,9.9341,MBA,N,N
20000026,    26 Proserpina (A853 JA),26,2.656402902623489,0.08851654792093207,3.554581085326787,195.7286703976879,45.70471324389793,244.3505446726742,1581.391303064049,2.421267287796113,2.891538517450864,7.48,94.8,0.1966,13.11,MBA,N,N
20000027,    27 Euterpe (A853 VA),27,2.347533777939334,0.1715064042776271,1.583332180066094,356.5190139996044,94.76725174977834,218.1856257929219,1313.760505043066,1.944916700764685,2.750150855113982,7.03,96.0,0.215,10.4082,MBA,N,N
20000028,    28 Bellona (A854 EA),28,2.777103583368453,0.1490093397396874,9.423413451406432,343.419474692268,144.1525196330454,22.90037623273941,1690.388560882068,2.363289212022,3.190917954714906,7.23,120.9,0.1763,15.706,MBA,N,N
20000029,    29 Amphitrite (A854 EB),29,2.553919004277654,0.07346383149899373,6.07774990974286,61.88224069281955,356.2556699579428,96.82763122505118,1490.764720898039,2.366298328885323,2.741539679669986,5.97,189.559,0.216,5.3921,MBA,N,N
20000030,    30 Urania (A854 OA),30,2.365989473465406,0.126805954390681,2.093591273542311,87.13748791791927,307.3968513443119,265.4100521374454,1329.283576416294,2.065967920204321,2.666011026726492,7.57,92.787,0.192,13.686,MBA,N,N
20000031,    31 Euphrosyne (A854 RA),31,3.161074445528014,0.215982864867672,26.31586773869279,61.92663998081469,30.8005072988652,112.8732441465162,2052.818310038798,2.478336530722886,3.843812360333143,6.81,267.08,0.053,5.53,MBA,N,N
20000032,    32 Pomona (A854 UA),32,2.586789639143297,0.0816192931047225,5.522291671666406,338.0686666363463,220.3607873299831,194.4180464079297,1519.637828913041,2.375657697385801,2.797921580900794,7.76,80.76,0.2564,9.448,MBA,N,N
20000033,    33 Polyhymnia (A854 UB),33,2.875286805541823,0.332289759201988,1.851035221527333,338.7589509718433,8.361056003195694,66.64570823678352,1780.820654027799,1.919858445291677,3.830715165791968,8.48,52.929,0.24,18.608,MBA,N,N
20000034,    34 Circe (A855 GA),34,2.686343083103146,0.1068260282661615,5.497262578757079,329.7135331016822,184.3237476840121,260.14084649755,1608.20216628851,2.399371720974962,2.97331444523133,8.77,132.992,0.023,12.15,MBA,N,N
20000035,    35 Leukothea (A855 HA),35,3.008678118884699,0.217767762813204,7.860542988266733,215.1419934035956,352.9922759745651,271.5840330412787,1906.171703144426,2.353485015910139,3.663871221859258,8.68,103.055,0.066,31.9,MBA,N,N
20000036,    36 Atalante (A855 TA),36,2.745172541726457,0.3063778536812288,18.37276961560135,47.79749157565345,358.1656427197462,56.171739876714,1661.318480779851,1.904112470407662,3.586232613045253,8.57,132.842,0.029,9.93,MBA,N,N
20000037,    37 Fides (A855 TB),37,2.642642531230821,0.1748495452033681,3.068004667134736,62.2631609947025,7.241667824582334,127.0343495784317,1569.119636588626,2.180577686510035,3.104707375951608,7.34,108.35,0.1826,7.3335,MBA,N,N
20000038,    38 Leda (A856 AA),38,2.742382283362714,0.1509405608091225,6.951279098474481,169.7341455924365,295.496093283087,122.417819558687,1658.786219361409,2.328445563558944,3.156319003166484,8.49,92.255,0.055,12.838,MBA,N,N
20000039,    39 Laetitia (A856 CA),39,2.769926389939219,0.1124359205478286,10.36979395594687,210.1159389519977,156.9035766653594,51.11974819215268,1683.839793488357,2.458487166436679,3.081365613441758,5.97,179.484,0.269,5.138,MBA,N,N
20000040,    40 Harmonia (A856 FA),40,2.266957720609837,0.04603642521714865,4.255907801517456,269.4705719511805,94.155917825028,22.9368324959989,1246.704587646471,2.162595091034544,2.371320350185129,6.55,111.251,0.22,8.91,MBA,N,N
20000041,    41 Daphne (A856 KA),41,2.769885953210752,0.2708132034211078,15.72196429352412,46.71014457840013,177.7270975698914,245.8308811585538,1683.802921358329,2.01976426511062,3.520007641310885,7.58,205.495,0.059,5.988,MBA,N,N
20000042,    42 Isis (A856 KB),42,2.442442018095121,0.2219134584003149,8.511297461180975,237.2731286417924,84.16547951226111,51.56522664661003,1394.231276216958,1.900431262917388,2.984452773272853,7.71,110.997,0.139,13.59,MBA,N,N
20000043,    43 Ariadne (A857 GA),43,2.202866215338229,0.1683731805126217,3.470739337173189,16.11010402669055,264.7457763251866,81.2412156649802,1194.20974387199,1.83196262441793,2.573769806258528,7.95,71.34,0.234,5.76218,MBA,N,N
20000044,    44 Nysa (A857 KA),44,2.422228600879377,0.1496908565297628,3.71220736076733,344.1205922887393,131.4866033960282,296.7095725204755,1376.959347543861,2.059643126902854,2.7848140748559,6.75,70.64,0.482,6.422,MBA,N,N
20000045,    45 Eugenia (A857 MA),45,2.720003464818397,0.08279644765368871,6.605461053513909,87.3209614384442,147.5787333674138,162.5756614273412,1638.523267045966,2.494796840325709,2.945210089311086,7.77,202.327,0.045,5.699,MBA,N,N
20000046,    46 Hestia (A857 QA),46,2.525782039576306,0.1720221862947149,2.3513834989797,177.059801767741,181.0660332943644,250.6403735829408,1466.196684018495,2.091291491024466,2.960272588128146,8.51,131.471,0.046,21.04,MBA,N,N
20000047,    47 Aglaja (A857 RA),47,2.883939189715127,0.1321169036596021,4.965975081030472,316.1376842865614,2.79478948290838,134.0722906901323,1788.865032625954,2.502922073627383,3.264956305802872,8.17,168.174,0.082,13.178,MBA,N,N
20000048,    48 Doris (A857 SA),48,3.112253219507846,0.06640385748686253,6.558455941645732,251.2199113715392,183.43073607,105.9792773130352,2005.445269541814,2.905587600256618,3.318918838759074,7.12,216.473,0.065,11.89,MBA,N,N
20000049,    49 Pales (A857 SB),49,3.098676333631447,0.2215719620224083,3.20160278355771,113.4137408215615,284.9871701923062,276.8625268373064,1992.336767358212,2.412096538716324,3.785256128546569,8.0,166.252,0.048,20.705,MBA,N,N
20000050,    50 Virginia (A857 TA),50,2.651607557393675,0.2846695735557379,2.838922065586131,200.0623997532678,173.4514496893491,300.979423531687,1577.111138796856,1.896775564793246,3.406439549994105,9.44,84.074,0.05,14.315,MBA,N,N
20000051,    51 Nemausa (A858 BA),51,2.365535672496891,0.06591962573614374,9.972902725806152,2.203926877452596,175.8808511987628,332.4372061594334,1328.901156341038,2.209600446300398,2.521470898693383,7.73,138.159,0.1,7.783,MBA,N,N
20000052,    52 Europa (A858 CA),52,3.091661553003407,0.1118220513775756,7.480934845899279,343.0047766006486,128.5814839280023,276.2058463870792,1985.57522246018,2.745945615981385,3.43737749002543,6.65,303.918,0.057,5.6304,MBA,N,N
20000053,    53 Kalypso (A858 GA),53,2.619007725935716,0.2029112906916681,5.181375423552082,314.3451624420322,143.4346870969285,214.6521389963887,1548.116346030007,2.087581487934649,3.150433963936782,8.9,97.262,0.028,9.036,MBA,N,N
20000054,    54 Alexandra (A858 RA),54,2.714411889119559,0.1972818112850479,11.81106067895807,345.9711291889017,313.0601052711343,143.0038836472606,1633.473337815206,2.178907795060384,3.249915983178735,7.96,160.12,0.059,7.024,MBA,N,N
20000055,    55 Pandora (A858 RB),55,2.758167595467737,0.1450489798203273,7.17603009459399,4.996490980405168,10.28658839104531,114.4155088628015,1673.128914448255,2.358098199571656,3.158236991363817,7.84,84.794,0.204,4.804,MBA,N,N
20000056,    56 Melete (A857 RB),56,2.596713070116512,0.236991165946343,8.081610676652033,104.8842897551889,192.9340688294818,44.9561487820316,1528.390651783783,1.981315012001492,3.212111128231533,8.54,121.333,0.057,18.147,MBA,N,N
20000057,    57 Mnemosyne (A859 SA),57,3.155334156606777,0.108211345092042,15.23284232722388,210.9516248490769,198.8990847318433,170.0470454415963,2047.229188763418,2.813891203305494,3.49677710990806,6.94,112.59,0.2149,25.324,MBA,N,N
20000058,    58 Concordia (A860 FA),58,2.699993682934898,0.04559967406823763,5.071779910666768,33.92669192529816,161.0531286180397,64.00649585477225,1620.475797190382,2.576874851006766,2.82311251486303,9.02,106.517,0.044,9.895,MBA,N,N
20000059,    59 Elpis (A860 RA),59,2.714136971573018,0.11674746769232,8.647451648710241,211.0839538489469,169.9125170649595,284.258238978285,1633.225185104796,2.397268353171766,3.03100558997427,8.1,165.119,0.044,13.671,MBA,N,N
20000060,    60 Echo (A860 RB),60,2.392345859566599,0.1845001821909729,3.600489026836625,270.8095157850695,191.5266967023473,74.87064572841149,1351.557027692514,1.950957612612742,2.833734106520457,8.64,43.218,0.373,25.208,MBA,N,N
20000061,    61 Danae (A860 RC),61,2.985458351290684,0.163965391604857,18.20454499545789,12.88162238864263,333.5432754391614,332.1932508442222,1884.147733573529,2.495946503601316,3.474970198980051,7.74,85.937,0.203,11.45,MBA,N,N
20000062,    62 Erato (A860 RD),62,3.130177746819896,0.1680627615769112,2.236788521493183,277.7045167036387,125.1012801922936,270.014273213996,2022.795255384264,2.60411143046275,3.656244063177041,8.91,106.921,0.048,9.2213,MBA,N,N
20000063,    63 Ausonia (A861 CA),63,2.394915736266514,0.1282280746432599,5.772917366634209,295.6701048030936,337.6853395857241,4.870614346360517,1353.73539218619,2.087820302472214,2.702011170060814,7.13,116.044,0.125,9.298,MBA,N,N
20000064,    64 Angelina (A861 EA),64,2.681352096428327,0.126391259708651,1.305758960757838,181.0265505567305,308.9563809805289,170.0578848772598,1603.722403629304,2.342452627238318,3.020251565618335,7.74,58.292,0.483,8.752,MBA,N,N
20000065,    65 Cybele (A861 EB),65,3.409347712709905,0.1273795506057934,3.563705068668063,103.9376008396797,155.1044011081997,241.4848487651461,2299.351525312499,2.975066533206028,3.843628892213782,6.83,237.26,0.0706,6.0814,OMB,N,N
20000066,    66 Maja (A861 GA),66,2.646445805651756,0.172229060106,3.043548795192541,43.44112568685453,7.484582757956308,163.4971011060963,1572.50825566645,2.190650931922888,3.102240679380624,9.48,71.82,0.016,9.73509,MBA,N,N
20000067,    67 Asia (A861 HA),67,2.423476205042874,0.1849582666642151,6.024279050912142,107.4554199808464,202.328905741401,133.3530114638833,1378.02331900556,1.975234246856174,2.871718163229574,8.38,56.309,0.228,15.853,MBA,N,N
20000068,    68 Leto (A861 HB),68,2.782427082562033,0.1843252084543062,7.960989986970052,304.8426607623698,44.04875126090095,8.230553919844597,1695.251411505654,2.269555630559879,3.295298534564187,6.9,122.509,0.228,14.848,MBA,N,N
20000069,    69 Hesperia (A861 HC),69,2.978267376856678,0.1692845282536818,8.584319102076853,288.1801872708998,184.9038802282967,4.388644726684744,1877.344408268368,2.474092788952165,3.48244196476119,7.21,138.13,0.1402,5.655,MBA,N,N
20000070,    70 Panopaea (A861 JA),70,2.613417536200549,0.1829741305091805,11.59682997564075,255.47151526,47.63859760248904,222.8728110005295,1543.16238332524,2.135229734856809,3.091605337544289,8.17,127.911,0.038,15.8052,MBA,N,N
20000071,    71 Niobe (A861 PA),71,2.75462316172581,0.1769567780988541,23.24270907202852,267.0507635352257,315.9088751835369,18.04957329478412,1669.904823403862,2.267173922150332,3.242072401301288,7.24,83.42,0.3052,35.864,MBA,N,N
20000072,    72 Feronia (A861 KA),72,2.266046393401309,0.1214213872472296,5.418096199455462,102.7531755789112,207.9346326179473,282.4819713689588,1245.952891920873,1.990899896747941,2.541192890054678,9.07,74.966,0.083,8.097,MBA,N,N
20000073,    73 Klytia (A862 GA),73,2.663998224529094,0.04225834547088748,2.369628643221749,56.61991760106066,6.830085403668585,290.9220526063788,1588.178540222677,2.551422067223112,2.776574381835076,9.06,44.59,0.223,8.297,MBA,N,N
20000074,    74 Galatea (A862 QA),74,2.780333539218704,0.2362803465204849,4.071944730136553,174.8844164215113,197.1134815599518,21.8400408716937,1693.338469393248,2.123395367129582,3.437271711307825,8.93,118.71,0.0431,17.268,MBA,N,N
20000075,    75 Eurydike (A862 SA),75,2.674818344831163,0.3045004658104281,4.989950200684827,339.6695215028068,359.1997858763576,97.2778537341012,1597.864199850066,1.860334912871796,3.489301776790531,9.23,62.377,0.117,5.357,MBA,N,N
20000076,    76 Freia (A862 UA),76,3.409316984919045,0.1676000336396103,2.123193570072097,252.1638178780203,204.2735330438921,268.215128543299,2299.320439967351,2.837915343558518,3.980718626279572,8.01,145.423,0.058,9.973,OMB,N,N
20000077,    77 Frigga (A862 VA),77,2.667844213308623,0.1336422006985404,2.421042292152376,61.18298606294518,1.051048403514498,61.5228053349686,1591.619038502654,2.311307641521192,3.024380785096053,8.59,61.39,0.177,9.0032,MBA,N,N
20000078,    78 Diana (A863 EA),78,2.622579822853921,0.203436773820881,8.678101217129829,153.2537112319127,333.294153813434,108.6839027307734,1551.284668193575,2.089050644604782,3.156109001103061,8.3,120.6,0.0706,7.2991,MBA,N,N
20000079,    79 Eurynome (A863 RA),79,2.444104024705698,0.1910967910002834,4.6130716525439,201.4143351776451,206.5033849256372,75.70083229379654,1395.654615482766,1.977043588713562,2.911164460697834,7.78,63.479,0.287,5.978,MBA,N,N
20000080,    80 Sappho (A864 JA),80,2.295788953999885,0.1995691000892758,8.676996797741367,139.6396193761306,218.6406484045858,0.6438311857221629,1270.563484846666,1.837620418455228,2.753957489544542,8.05,68.563,0.206,14.03,MBA,N,N
20000081,    81 Terpsichore (A864 SA),81,2.851576950136814,0.211877094257168,7.8013055614968,51.23216737786643,0.8954977873872717,77.70798654484383,1758.838932136122,2.247393111891109,3.455760788382519,8.69,117.727,0.045,10.943,MBA,N,N
20000082,    82 Alkmene (A864 WA),82,2.762482104494181,0.2209749417932872,2.826058967409842,110.8340141164155,25.42655513955484,288.263713879353,1677.056278443996,2.152042782248582,3.37292142673978,8.26,57.621,0.167,12.999,MBA,N,N
20000083,    83 Beatrix (A865 HA),83,2.431949455789768,0.08291964376316101,4.966505757995803,169.9565366677327,27.66395042374084,79.92064350800047,1385.256650124423,2.230293073265667,2.633605838313868,8.74,110.503,0.05,10.111,MBA,N,N
20000084,    84 Klio (A865 QA),84,2.36262454297685,0.235541179412834,9.313502523640182,15.08140590066463,327.495219588832,344.6103648880068,1326.44880719519,1.806129171614375,2.919119914339325,9.32,79.16,0.0527,23.562,MBA,N,N
20000085,    85 Io (A865 SA),85,2.653372904188487,0.1932075242483628,11.96036637078856,122.8936066309508,203.0430295384198,2.656115398013087,1578.686378370866,2.140721294462541,3.166024513914433,7.94,154.79,0.0666,6.875,MBA,N,N
20000086,    86 Semele (A866 AA),86,3.106138768248012,0.2171589255062714,4.822251008461851,309.0646187234215,86.06870538532054,27.89528843599081,1999.53821194308,2.431613010861901,3.780664525634124,8.7,109.929,0.056,16.634,MBA,N,N
20000087,    87 Sylvia (A866 KA),87,3.479608590586146,0.09415524348958625,10.87970817458185,264.9900965362484,73.01153026658436,65.47207968897467,2370.795086205,3.151985196491052,3.807231984681241,6.94,253.051,0.046,5.184,OMB,N,N
20000088,    88 Thisbe (A866 LA),88,2.768742238934061,0.1645371105232138,5.226402452160223,36.93816962212596,276.3253428860525,158.7226236830249,1682.760139815375,2.313181391156276,3.224303086711845,7.25,232.0,0.0671,6.042,MBA,N,N
20000089,    89 Julia (A866 PA),89,2.551271374323356,0.1838954026050606,16.12261371260191,45.17066005983079,311.5200339124185,310.022150100351,1488.447123790605,2.082104297787396,3.020438450859315,6.37,145.483,0.189,11.387,MBA,N,N
20000090,    90 Antiope (A866 TA),90,3.142662451923577,0.1719052653555179,2.205562413382101,244.3786112986214,69.90383150583011,173.6648311360117,2034.909184188684,2.602422229202833,3.682902674644323,8.43,115.974,0.058,16.509,MBA,N,N
20000091,    91 Aegina (A866 VA),91,2.589042343523471,0.1077635393106201,2.102889904048635,74.44159012997382,10.416934795079,326.9526035447774,1521.623324714747,2.31003797716032,2.868046709886622,9.13,103.402,0.048,6.025,MBA,N,N
20000092,    92 Undina (A867 NA),92,3.18489013092455,0.1049890447641246,9.923257643286894,236.7697109097383,101.3935877776983,203.3911433604142,2076.060997353936,2.850511558400093,3.519268703449006,6.71,126.42,0.2509,15.941,MBA,N,N
20000093,    93 Minerva (A867 QA),93,2.753369835170727,0.1427189997596944,8.53881546208718,275.8874862420057,3.817737962772705,229.9693300441567,1668.765267545023,2.360411646326646,3.146328024014808,7.9,154.155,0.056,5.982,MBA,N,N
20000094,    94 Aurora (A867 RA),94,3.154446707144977,0.09583290465655374,7.971470438139389,60.51287330422596,2.536467977608823,335.4652190736961,2046.365563264843,2.852146916614973,3.456746497674982,7.72,204.89,0.0395,7.22,MBA,N,N
20000095,    95 Arethusa (A867 WA),95,3.063615334189108,0.1528155625683748,13.01021293955648,152.7617853590431,242.9354775947593,119.4982933445108,1958.61816853595,2.5954472334019,3.531783434976317,7.97,147.969,0.058,8.705,MBA,N,N
20000096,    96 Aegle (A868 DA),96,3.049442667826736,0.1420750375015579,15.98339163793423,207.9355562884986,321.4692013962926,152.1465377577013,1945.042681710063,2.616192986436402,3.482692349217071,7.67,177.774,0.048,13.868,MBA,N,N
20000097,    97 Klotho (A868 DB),97,2.667883456898409,0.2577415959955756,11.7762601546597,268.4012081971341,159.5906006353779,88.8520324799054,1591.65415734919,1.98025891678722,3.355507997009598,7.8,100.717,0.128,35.15,MBA,N,N
20000098,    98 Ianthe (A868 HA),98,2.686243603784905,0.1878291098589513,15.57785347156526,158.2603782569048,353.8858626329422,258.4969279487965,1608.112835903836,2.181688858821685,3.190798348748125,8.96,132.788,0.029,16.479,MBA,N,N
20000099,    99 Dike (A868 KA),99,2.663518127156643,0.1977053185075252,13.86379927699496,195.4584982879648,41.4076037661418,23.27318611712967,1587.749234761919,2.136926427476572,3.190109826836715,9.47,67.354,0.065,18.127,MBA,N,N
20000100,   100 Hekate (A868 NA),100,3.090043407720224,0.1679921210508503,6.430746204196873,183.6020682696477,127.1599383924505,286.9127446922046,1984.016580602543,2.570940461518106,3.609146353922343,7.75,85.734,0.205,27.066,MBA,N,N
20000101,   101 Helena (A868 PA),101,2.583557672565428,0.1405820248219806,10.19186242211492,347.7834779204785,343.364421667848,276.161549362046,1516.790737570751,2.220355903711817,2.946759441419039,8.39,65.84,0.1898,23.08,MBA,N,N
20000102,   102 Miriam (A868 QA),102,2.662395015351465,0.2508431413387235,5.174092336800525,147.3536829120382,210.7623955025351,29.93001175035394,1586.745093717653,1.994551486216145,3.330238544486786,9.47,82.595,0.051,23.613,MBA,N,N
20000103,   103 Hera (A868 RA),103,2.704546529174139,0.08015210317829233,5.421477821216591,190.3851941720492,135.9734554960861,121.3022510691064,1624.576299254853,2.487771436717281,2.921321621630997,7.74,83.908,0.217,23.74,MBA,N,N
20000104,   104 Klymene (A868 RB),104,3.143032184304134,0.1623708355348964,2.78980127173107,31.89275361453417,41.64410606039355,306.9025190460588,2035.268303545433,2.632695422425601,3.653368946182666,8.54,136.553,0.052,8.984,MBA,N,N
20000105,   105 Artemis (A868 SA),105,2.372852260694922,0.1790429387382318,21.45376807500143,56.99843303426358,188.216477688417,39.51757748832497,1335.071346716049,1.948009818748447,2.797694702641399,8.75,94.864,0.032,37.15,MBA,N,N
20000106,   106 Dione (A868 TA),106,3.182715736914223,0.1589516812674234,4.575347116378887,331.7139649860072,61.98641023569385,245.2528704641326,2073.935302034896,2.676817719535421,3.688613754293026,7.77,207.869,0.044,16.21,MBA,N,N
20000107,   107 Camilla (A868 WA),107,3.489103549669818,0.06576416719019508,10.00086455461452,304.4264340835586,172.5654683082481,301.5897068795867,2380.505640362432,3.259645560485429,3.718561538854208,7.11,210.37,0.059,4.844,OMB,N,N
20000108,   108 Hecuba (A869 GB),108,3.23163251426437,0.06314096962826951,4.20977884246738,213.2292420739537,349.7273274256736,339.1494722213569,2121.931600036728,3.027584103831475,3.435680924697264,7.96,75.498,0.148,14.256,OMB,N,N
20000109,   109 Felicitas (A869 TA),109,2.693916490754636,0.30061287363054,7.844791558717733,57.63493854680797,2.729902139305849,22.12585662901155,1615.007784795639,1.884090513148185,3.503742468361088,8.98,82.588,0.036,13.191,MBA,N,N
20000110,   110 Lydia (A870 HA),110,2.733232994439541,0.07927733850184947,5.959391007763632,282.2339064845668,56.76763352000685,327.8412391701807,1650.491944119337,2.516549557134934,2.949916431744148,7.84,86.09,0.1808,10.927,MBA,N,N
20000111,   111 Ate (A870 PA),111,2.5930965758619,0.1033801888203428,4.932334553781875,168.3612491924755,305.6618715444457,223.536422398433,1525.198833389277,2.325021762219913,2.861171389503888,8.22,126.344,0.062,22.072,MBA,N,N
20000112,   112 Iphigenia (A870 SA),112,2.433937044359203,0.1279987615541132,2.59689409166657,16.86482113843427,323.3525104044156,280.5898730492139,1386.955215092634,2.122396116980547,2.74547797173786,9.77,69.818,0.042,31.466,MBA,N,N
20000113,   113 Amalthea (A871 EA),113,2.376227310544619,0.08605197790028685,5.042312318958817,80.23812817460804,123.3243060448417,6.416836404822628,1337.920787223227,2.171748250531575,2.580706370557662,8.54,50.137,0.224,9.95,MBA,N,N
20000114,   114 Kassandra (A871 OA),114,2.675376693744064,0.1388286903963236,4.945585065367087,352.5278624717058,164.051715288073,196.7846101465049,1598.364539787543,2.30395765103473,3.046795736453399,8.47,94.178,0.089,10.7431,MBA,N,N
20000115,   115 Thyra (A871 PA),115,2.380307979155576,0.1924084443974805,11.58661633437344,96.96770532455982,308.7511533975876,247.6385792960128,1341.368661042848,1.922316623699341,2.838299334611811,7.76,79.83,0.2747,7.241,MBA,N,N
20000116,   116 Sirona (A871 RA),116,2.769236441931003,0.1383098146209505,3.56143759579521,93.90765068684505,63.68044677832461,333.7419356461539,1683.210702999656,2.386223863005946,3.152249020856061,7.78,71.7,0.256,12.028,MBA,N,N
20000117,   117 Lomia (A871 RB),117,2.991799551111638,0.02301912824028088,14.92164166583279,53.10617810894364,348.6253350518192,206.4467736055576,1890.153896429685,2.922930933575385,3.060668168647892,8.15,208.974,0.027,9.127,MBA,N,N
20000118,   118 Peitho (A872 EA),118,2.43784386449466,0.1634267261963423,7.747204634743676,33.06043364353955,47.63848215319745,160.4660471139889,1390.295949641429,2.039435022742458,2.836252706246861,8.93,40.211,0.245,7.8055,MBA,N,N
20000119,   119 Althaea (A872 GA),119,2.580498719791892,0.08201009002304385,5.787177286302328,170.3501783380797,203.6145570209207,154.8073862265215,1514.097696716112,2.36887178747741,2.792125652106375,8.34,57.3,0.2306,11.484,MBA,N,N
20000120,   120 Lachesis (A872 GB),120,3.122521668133816,0.0490215064774351,6.93755548597006,241.6555555655663,340.56575028073,259.8926948442566,2015.378485152596,2.969450951953462,3.275592384314169,7.78,155.132,0.058,46.551,MBA,N,N
20000121,   121 Hermione (A872 JA),121,3.456249221996755,0.1248676424487073,7.5666389231479,297.0555027718084,72.87341520412451,197.268663820826,2346.961704252929,3.024675529930841,3.887822914062669,7.4,209.0,0.0482,5.55128,OMB,N,N
20000122,   122 Gerda (A872 OA),122,3.227514874010972,0.02331471150936619,1.64293508094636,319.9438889263495,177.9596410317504,349.3770618231202,2117.877348603523,3.152266295831218,3.302763452190726,7.67,70.676,0.297,10.685,OMB,N,N
20000123,   123 Brunhild (A872 OB),123,2.69446302125917,0.1202129541160061,6.413245515833355,124.73728888151,307.6055496559313,91.13535783965088,1615.499278753285,2.370553661717266,3.018372380801074,8.98,45.209,0.261,9.873,MBA,N,N
20000124,   124 Alkeste (A872 QA),124,2.629928093352113,0.07838892235450894,2.963438223472964,61.65616401922751,187.9088646233776,2.899084838214257,1557.809106746251,2.423770864244392,2.836085322459833,8.07,88.648,0.128,9.906,MBA,N,N
20000125,   125 Liberatrix (A872 RA),125,2.742029255920085,0.08133172811154915,4.665092448978056,109.6593905993528,168.9381058191825,281.5660835511045,1658.465925826461,2.519015278003679,2.96504323383649,8.93,48.418,0.182,3.968,MBA,N,N
20000126,   126 Velleda (A872 VA),126,2.43924306525378,0.1051995211782007,2.922923747469267,328.4452313733281,23.2304916622579,50.16851629763821,1391.493062145138,2.182635862751836,2.695850267755723,9.26,44.82,0.1723,5.3672,MBA,N,N
20000127,   127 Johanna (A872 VB),127,2.755530840754929,0.06333535724876851,8.238451636901878,92.55158454246012,31.09680992895297,39.31162282248219,1670.730269765895,2.581008310545716,2.930053370964143,8.55,122.0,0.042,12.7988,MBA,N,N
20000128,   128 Nemesis (A872 WA),128,2.749539155255919,0.1271855064875536,6.247034829417065,302.8335626587805,76.15921162878364,188.6446181214473,1665.283925388941,2.399837625187335,3.099240685324503,7.67,162.515,0.067,38.9325,MBA,N,N
